"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"779","83055120","德易興投資股份有限公司","臺北市大安區復興南路1段209號4樓","林高玲玲","151801430","1091028"
"780","83055135","裴威翻譯有限公司","臺北市大安區忠孝東路4段270號7樓","MATTHEW VINCENT PIECHOCKI","500000","1091027"
"781","83055141","雅杉企業有限公司","臺北市大安區仁愛路4段122巷14號2樓","林育群","300000","1091028"
"782","83055156","縷薇文化傳播有限公司","臺北市松山區南京東路4段130號2樓之1","宋亞樵","100000","1091027"
"783","83055162","碧順股份有限公司","臺北市中正區汀州路3段149號1樓","曹容豪","100000","1091028"
"784","83055178","東紜設計有限公司","臺北市松山區八德路4段678號7樓","林盈君","3000000","1091023"
"785","83055183","豐草有限公司","臺北市大安區新生南路1段151巷11號5樓","黃韻潔","300000","1091027"
"786","83055199","威沃創新股份有限公司","臺北市松山區復興南路1段1號11樓之5","劉杰","30000","1091027"
"787","83055212","米優全球良品有限公司","臺北市中山區錦州街5號4樓","王聖潔","1000000","1091028"
"788","83055228","合英勝國際有限公司","臺北市內湖區成功路5段36號7樓","林柏瑜","10000","1091027"
"789","83055233","逸曜股份有限公司","臺北市松山區復興南路1段1號11樓之5","林建豪","2000000","1091027"
"790","83055249","古德佳行銷顧問有限公司","臺北市松山區光復北路9號4樓之1","盧苔華","3000000","1091028"
"791","83055254","熠華有限公司","臺北市信義區基隆路1段186號7樓之3","李倢忻","50000","1091028"
"792","83055260","他者出版社有限公司","臺北市內湖區新明路355號7樓","張藝寶","100000","1091028"
"793","83055276","艾京有限公司","臺北市內湖區新明路341號6樓","黃貿揚","300000","1091027"
"794","83055281","點即可有限公司","臺北市大安區濟南路3段18號1樓","胡兆良","1000000","1091028"
"795","83055297","合生設計有限公司","臺北市信義區松隆路341號2樓","粘佑臣","500000","1091027"
"796","83055304","恆利電能股份有限公司","臺北市中山區南京東路2段150號10樓","吳如森","50000","1091027"
"797","83055310","伊西恩兔映像有限公司","臺北市大安區忠孝東路4段290號10樓","許哲豪","500000","1091027"
"798","83055326","東大門餐飲有限公司","臺北市中山區雙城街32巷11號","鄭秀男","600000","1091027"
"799","83055331","恆光一號能源股份有限公司","臺北市中山區南京東路2段150號10樓","吳如森","50000","1091027"
"800","83055347","卓越資訊有限公司","臺北市內湖區堤頂大道2段407巷32號4樓","白秋燕","1000000","1091028"
"801","83055352","昌益創意股份有限公司","臺北市大安區忠孝東路三段303號3樓之4","何少芸","8120000","1091027"
"802","83055368","羽泉空間工程設計有限公司","臺北市松山區復興北路33號8樓之3","吳孟學","1000000","1091028"
"803","83055374","斯麥爾國際物流有限公司","臺北市內湖區文湖街42號11樓之3","俞蓓蓓","1000000","1091028"
"804","83055389","奧薇國際企業有限公司","臺北市信義區基隆路2段145號10樓","王可楹","500000","1091027"
"805","83055395","成遂國際有限公司","臺北市信義區光復南路495號4樓","鄭閔聰","1000000","1091028"
"806","83055418","心世紀有限公司","臺北市中山區民生東路2段172號11樓","蔡悅庭","100000","1091027"
"807","83055424","瑼驜展覽活動工程有限公司","臺北市松山區基隆路1段10號5樓之1","黃文政","10000","1091028"
"808","83055439","喜淨國際有限公司","臺北市萬華區民和街59號3樓","簡可葳","100000","1091027"
"809","83055445","昀樂國際有限公司","臺北市內湖區成功路3段187巷35弄11號3樓","吳念祺","100000","1091027"
"810","83055450","富邦數位音樂資產管理股份有限公司","臺北市中山區復興北路166號5樓","史綱","2550000","1091027"
"811","83055466","帆星投資股份有限公司","臺北市松山區敦化南路1段57號3樓之8","葉慶元","200000","1091027"
"812","83055472","福志和開發股份有限公司","臺北市大同區承德路1段40號11樓","許智樂","200000","1091028"
"813","83055487","虹曄股份有限公司","臺北市中正區和平西路2段121號6樓","蔡慶生","100000","1091027"
"814","83055493","旺德環球股份有限公司","臺北市中山區松江路152號9樓之2","金雀花投資有限公司","5000000","1091027"
"815","83055515","瑞謙國際股份有限公司","臺北市信義區忠孝東路5段269號1樓","張永璽","1000000","1091027"
"816","83055521","祥好控股有限公司","臺北市北投區三合街1段116號1樓","陳鎬","20000000","1091027"
"817","83055536","范特實業有限公司","臺北市大安區羅斯福路3段273號2樓之2","楊光正","1000000","1091028"
"818","83055542","擎創系統科技股份有限公司","臺北市信義區基隆路2段189號13樓之1","蔡硯如","7000000","1091027"
"819","83055557","階級製度有限公司","臺北市內湖區新明路355號地下1層之3","沈庭羽","600000","1091028"
"820","83055563","彥慈股份有限公司","臺北市中山區松江路293之511號","陳玉霞","1000000","1091028"
"821","83055584","旅居廚房股份有限公司","臺北市中正區青島西路11號4樓之5","魏秋富","2000000","1091028"
"822","83055613","愛妮島控股股份有限公司","臺北市大安區敦化南路2段71號4樓","方翰瑋","500010","1091029"
"823","83055629","施思有限公司","臺北市中正區忠孝西路1段33號7樓","陳幗慧","6000000","1091028"
"824","83055634","字由人有限公司","臺北市中正區忠孝西路1段33號7樓","張綺梅","6000000","1091028"
"825","83055640","北新投資顧問有限公司","臺北市中山區南京東路2段95號9樓","吳翠萍","12000000","1091028"
"826","83055655","橙樂投資有限公司","臺北市中正區八德路1段46號9樓","張智翔","100000","1091028"
"827","83055661","美食安創意餐飲有限公司","臺北市松山區民生東路3段110巷3號1樓","林志松","3500000","1091028"
"828","83055682","樂吟酒藏有限公司","臺北市大安區敦化南路2段97號9樓之2","林怡文","3000000","1091028"
"829","83055698","藍道瑪基因工程科技有限公司","臺北市士林區中正路210-2號","謝汝光","1000000","1091028"
"830","83055711","諾柏格數位有限公司","臺北市中山區南京東路2段160號6樓","蔡柏侃","100000","1091028"
"831","83055727","惦惦生活選品有限公司","臺北市內湖區內湖路1段66號3樓","呂昂","156000","1091028"
"832","83055732","數積科技服務有限公司","臺北市信義區忠孝東路5段1-3號10樓","楊曜嶺","1020000","1091028"
"833","83055748","正甯股份有限公司","臺北市大安區永康街75巷4號1樓","楊麗玟","10000000","1091028"
"834","83055753","宜禾生技有限公司","臺北市萬華區環河南路3段133號11樓","周沄庭","100000","1091028"
"835","83055769","奧科科技有限公司","臺北市中正區水源路89號3樓","陳多俐","200000","1091028"
"836","83055775","詡軒有限公司","臺北市中山區南京東路1段16號7樓之1","蔡志祥","200000","1091028"
"837","83055780","永純有限公司","臺北市士林區通河西街2段206號2樓","葉柏宏","100000","1091028"
"838","83055796","歐絡因創意有限公司","臺北市中山區中山北路1段83巷9號6樓之1","王槿家","1000000","1091029"
"839","83055819","台信大亞股份有限公司","臺北市信義區信義路5段150巷330號4樓之5","許天祥","500000","1091028"
"840","83055825","草頭黃有限公司","臺北市中正區濟南路2段60之4號1樓","黄詩婷","168000","1091028"
"841","83055830","云桐科技有限公司","臺北市內湖區瑞光路408號8樓之1","SONG LIANG","4500000","1091028"
"842","83055846","商脈股份有限公司","臺北市大安區復興南路1段368號11樓","許智偉","2000000","1091028"
"843","83055851","翔鵬化材有限公司","臺北市松山區南京東路4段1號2樓","李淑瑛","500000","1091029"
"844","83055867","一禾桐有限公司","臺北市士林區天母東路43巷4弄16號","楊喻喬","10000","1091028"
"845","83055873","時尚廣告有限公司","臺北市中山區長安東路2段108號8樓之7","林佶樺","200000","1091028"
"846","83055888","天御餐飲有限公司","臺北市中山區中山北路2段74號1、2樓及76號2樓","劉思淇","2000000","1091028"
"847","83055894","采風新創國際有限公司","臺北市信義區基隆路1段186號7樓之3","謝秀琴","800000","1091028"
"848","83055901","縵騰國際股份有限公司","臺北市信義區逸仙路42巷1之2號","吳小琳","500000","1091029"
"849","83055917","芙美喬芳國際有限公司","臺北市大安區忠孝東路4段46號8樓","王子杰","501000","1091029"
"850","83055923","自由空間餐飲文化有限公司","臺北市中山區中山北路2段45巷11號1樓","許庭維","3500000","1091028"
"851","83055938","星裳國際有限公司","臺北市松山區南京東路4段1號11樓","呂芳儀","1000000","1091028"
"852","83055944","顧佳企業有限公司","臺北市信義區永吉路189-3號1樓","陳語玲","1000000","1091028"
"853","83055959","貝克曼國際有限公司","臺北市大安區金山南路2段144號1樓","翁晟祐","1000000","1091028"
"854","83055965","揚欣光電有限公司","臺北市中山區龍江路223巷4之1號3樓","胡束","500000","1091028"
"855","83055971","樂多科技股份有限公司","臺北市大安區忠孝東路4段71之5號6樓","楊景棠","1000000","1091029"
"856","83055986","豐昇水啟諮詢股份有限公司","臺北市中山區長安東路2段108號8樓之7","程韋豪","450000","1091028"
"857","83055992","絡客馬有限公司","臺北市內湖區成功路4段30巷32號1樓","陳思瑾","168000","1091029"
"858","83056009","中國文旅股份有限公司","臺北市信義區忠孝東路5段1之2號5樓","龔冠瑋","100000","1091029"
"859","83056015","盈虹投資管理顧問有限公司","臺北市中山區植福路308號6樓之10","邵倩如","10000000","1091028"
"860","83056021","紳士科技有限公司","臺北市中山區建國北路3段92號4樓","林顥庭","1000000","1091028"
"861","83056036","低低調股份有限公司","臺北市松山區八德路4段636之2號2樓","李俊邑","75000","1091029"
"862","83056042","松發國際實業股份有限公司","臺北市松山區南京東路5段389巷5弄13號2樓","林世文","500000","1091029"
"863","83056057","敞地股份有限公司","臺北市文山區羅斯福路5段201號1樓","張庭愷","500000","1091029"
"864","83056063","亨瑞達有限公司","臺北市信義區忠孝東路4段557號19樓","侯淳淯","500000","1091029"
"865","83056079","上宏室內裝潢有限公司","臺北市信義區忠孝東路5段1之2號11摟","唐全宏","200000","1091029"
"866","83056084","沐澄國際有限公司","臺北市大安區忠孝東路4段221號12樓","黃資尹","200000","1091029"
"867","83056090","影友文娛事業有限公司","臺北市大安區忠孝東路4段162號12樓之5","楊美麗","100000","1091029"
"868","83056107","寶麥有限公司","臺北市中正區博愛路53號7樓","鮑建新","6500000","1091029"
"869","83056113","好運郭餐飲有限公司","臺北市大安區忠孝東路4段216巷32弄12號","郭勇政","3000000","1091021"
"870","83056129","國光投資管理顧問股份有限公司","臺北市中正區許昌街17號4樓","陳麒盛","30000000","1091029"
"871","83056134","尚鑽珠寶有限公司","臺北市內湖區陽光街345巷14號4樓","廖艷群","1000000","1091029"
"872","83056140","承煦興業股份有限公司","臺北市大安區復興南路1段209號4樓","劉維和","112688340","1091029"
"873","83056155","耶綺國際貿易有限公司","臺北市大安區忠孝東路4段285號9樓","王恩綺","2000000","1091029"
"874","83056161","令騰數位行銷有限公司","臺北市內湖區成功路5段2號地下1樓","沈令騰","300000","1091029"
"875","83056177","茂服投資有限公司","臺北市內湖區瑞光路258巷2號6樓之2","陳洋淵","194988000","1091029"
"876","83056182","台灣厚瑞國際有限公司","臺北市中山區南京東路2段150號9樓","司徒智明 CHI MING SZETO","5000000","1091029"
"877","83056198","依萬方案有限公司","臺北市中山區長安東路2段142號5樓之6","蘇威銘","500000","1091029"
"878","83056205","墨宇文化有限公司","臺北市大安區仁愛路4段407之1號13樓","賴盈帆","3000000","1091029"
"879","83056211","譽酒販有限公司","臺北市中正區開封街1段105號2樓之4、之5","楊詩晨","100000","1091029"
"880","83056227","愛鑫斯坦資訊股份有限公司","臺北市大安區忠孝東路4段221號10樓","李庚霈","1000000","1091029"
"881","83056232","豐龍食品有限公司","臺北市內湖區文德路210巷30弄14號","張智龍","1000000","1091029"
"882","83056248","塔莉絲貿易有限公司","臺北市松山區民生東路三段156號9樓","楊玉如","100000","1091029"
"883","83056253","帝發國際有限公司","臺北市大安區安和路1段29號15樓","李宛蓁","525000","1091029"
"884","83056269","永業資產股份有限公司","臺北市中山區復興北路156號12樓","鄧博遠","16800000","1091029"
"885","83056275","馬仕卡貿易有限公司","臺北市士林區葫東街32號","吳宇正","200000","1091029"
"886","83056280","七感遊戲文化教育有限公司","臺北市內湖區瑞光路168號9樓","陳沛潔","500000","1091029"
"887","83056296","鈺永投資有限公司","臺北市信義區基隆路1段141號2樓","黃美靜","10000000","1091029"
"888","83056319","派好適能股份有限公司","臺北市中山區民權西路9巷9號","邱佩芬","1000000","1091029"
"889","83056325","京坂行銷有限公司","臺北市松山區健康路325巷25弄7號","林玉媜","300000","1091029"
"890","83056330","一品黃記餐飲有限公司","臺北市大安區忠孝東路4段148號3樓","黃敬文","1000000","1091029"
"891","83056346","濠芯派思國際有限公司","臺北市中山區中山北路2段79號3樓","梁佩苓","101000","1091029"
"892","83056351","湛盈國際有限公司","臺北市中山區復興北路150號9樓","賴淑苹","200000","1091029"
"893","83056367","昇昱投資有限公司","臺北市松山區民生東路3段57號8樓之1","連世明","500000","1091029"
"894","83056373","上和娛樂有限公司","臺北市文山區興隆路1段110號","盛永德","600000","1091029"
"895","83056388","貴人行銷股份有限公司","臺北市中正區開封街一段37號5樓","林世元","500000","1091029"
"896","83056401","亨瑞廷有限公司","臺北市信義區忠孝東路4段557號19樓","侯淳淯","500000","1091030"
"897","83056417","捷核整合行銷有限公司","臺北市大同區寧夏路11號3樓之13","陳致瑛","400000","1091030"
"898","83056423","億禧投資股份有限公司","臺北市中山區南京東路3段189號7樓","羅昱生","5000000","1091029"
"899","83056438","玖億飾有限公司","臺北市中山區南京東路2段132號9樓之1","黃佩珊","100000","1091029"
"900","83056465","星逸股份有限公司","臺北市中山區新生北路3段26號4樓之1","過高逸","24300000","1091030"
"901","83056471","康博有限公司","臺北市中山區松江路101號4樓之2","許惠珍","2000000","1091029"
"902","83056486","文竹苑有限公司","臺北市內湖區舊宗路1段30巷18號12樓","施瑩佳","5000000","1091030"
"903","83056492","帕希得有限公司","臺北市信義區基隆路1段155號5樓之8","劉珈瑄","200000","1091029"
"904","83056508","亮點色有限公司","臺北市信義區基隆路一段186號5樓之8","川林彩夏","500000","1091029"
"905","83056514","達鉅資本股份有限公司","臺北市信義區松高路1號4樓","郭冠群","5000000","1091029"
"906","83056520","三形設計研究工作室有限公司","臺北市士林區忠誠路2段140巷3號5樓","馮于庭","300000","1091029"
"907","83056535","米格空間室內裝修設計工程有限公司","臺北市大同區承德路1段35號8樓之2","黃冠綾","1000000","1091029"
"908","83056541","群貿投資股份有限公司","臺北市大安區辛亥路2段129號7樓之1","張芳溥","30000000","1091029"
"909","83056556","家美餐飲事業有限公司","臺北市松山區南京東路四段197號9樓之1","林銘祥","1000000","1091029"
"910","83056562","花影國際有限公司","臺北市中山區南京西路1-1號11樓","林柏辰","300000","1091029"
"911","83056578","安庭國際投資股份有限公司","臺北市大同區承德路1段35號11樓之1","鄭宇絜","10000000","1091029"
"912","83056583","榮華欣有限公司","臺北市中山區遼寧街128巷5號","張耀仁","5000000","1091029"
"913","83056599","艾克米發展有限公司","臺北市萬華區峨嵋街28號3樓之6","葉展慈","500000","1091029"
"914","83056606","河洛資本股份有限公司","臺北市信義區信義路4段415號10樓之5","林志彥","1000000","1091029"
"915","83056628","智轉綠能股份有限公司","臺北市大安區敦化南路2段57號14樓之1","李佳穎","7000000","1091029"
"916","83056633","艾克米企業有限公司","臺北市萬華區峨眉街28號3樓之6","葉展慈","500000","1091029"
"917","83056649","文心大集有限公司","臺北市大安區新生南路1段103巷38號1樓","胡鎮心","6000000","1091030"
"918","83056660","海龜貿易有限公司","臺北市中山區中山北路3段32號2樓","林大涵","100000","1091029"
"919","83056676","九厘米室內裝修工程股份有限公司","臺北市大同區涼洲街2號2樓之3","盧彥芝","2000000","1091030"
"920","83056704","茂務投資有限公司","臺北市內湖區瑞光路258巷2號6樓之3","陳洋淵","194988000","1091030"
"921","83056710","德雅股份有限公司","臺北市內湖區瑞光路583巷21號5樓之6","許能竣","5000000","1091030"
"922","83056726","輝麗投資有限公司","臺北市北投區泉源路11號2樓之1","羅霞琪","17200000","1091030"
"923","83056731","悦森長青有限公司","臺北市松山區光復北路173號","李珮榆","1000000","1091030"
"924","83056752","弘圓數位行銷有限公司","臺北市大同區南京西路41號3樓","周伯瑞","1000000","1091030"
"925","83056768","寶易翔國際有限公司","臺北市信義區忠孝東路5段669號6樓","吳俐緹","300000","1091030"
"926","83056789","永和順國際有限公司","臺北市松山區復興北路15號12樓之13","鄧嘉惠","1000000","1091030"
"927","83056795","師子王智慧學習股份有限公司","臺北市大安區師大路68巷1號","潘文炎","10000000","1091030"
"928","83056818","寶杰邑有限公司","臺北市中山區松江路185號12樓之3","高嘉言","300000","1091030"
"929","83056824","伊思塔利有限公司","臺北市內湖區文德路22巷27弄14號4樓","CROFT ADAM JOSEPH（崔亞當）","500000","1091030"
"930","83056839","惠明人資管理顧問有限公司","臺北市內湖區成功路2段426巷30號1樓","楊玉杰","2000000","1091030"
"931","83056850","我們青春有限公司","臺北市大安區信義路3段192之1號12樓之1","林欣諭","1000000","1091030"
"932","83056866","萬遠國際有限公司","臺北市松山區敦化北路120巷78號之1","賴珈妤","1000000","1091030"
"933","83056887","同心緣生命企業有限公司","臺北市信義區基隆路1段155號13樓之5","余俐臻","50000","1091030"
"934","83056900","明香有限公司","臺北市中正區博愛路80號9樓","黃清香","500000","1091030"
"935","83056916","金價水有限公司","臺北市大安區忠孝東路4段71-6號","金珍榮","500000","1091030"
"936","83056937","盛坤高德有限公司","臺北市中山區南京東路2段101號9樓","童啓倫","200000","1091030"
"937","83056943","超級迴圈有限公司","臺北市松山區八德路4段604號2樓之4","羅介韋","500000","1091030"
"938","83056958","萊斯健康事業有限公司","臺北市北投區文林北路166巷1號2樓","賴雋硯","200000","1091030"
"939","83056964","玖印室有限公司","臺北市內湖區新明路353號5樓之10","鄧仁傑","100000","1091030"
"940","83056970","利潤潤有限公司","臺北市中山區錦州街46號9樓之1","呂安涔","100000","1091030"
"941","83056985","鼎豐富餐飲有限公司","臺北市信義區忠孝東路5段448號","曾筱霖","2000000","1091030"
"942","83056991","合隆資源有限公司","臺北市松山區南京東路4段1號2樓","張華軒","500000","1091030"
"943","83057014","糖果有限公司","臺北市大同區民生西路236號2樓","FATAL YVAN","500000","1091030"
"944","83057020","創弈人數位科技股份有限公司","臺北市南港區重陽路451號9樓","陳柏亨","28000000","1091030"
"945","83057035","菠莉芙有限公司","臺北市內湖區文德路22巷27弄20號","姚之琦","300000","1091030"
"946","83057041","好唷生活商策有限公司","臺北市信義區基隆路一段143號13樓","李芃葳","300000","1091030"
"947","83057056","尕華城電影社有限公司","臺北市中山區龍江路429巷5號5樓","陳俊樺","300000","1091030"
"948","83057062","盈倢有限公司","臺北市大安區忠孝東路4段59號4樓之3","李其錚","100000","1091030"
"949","83057112","立恆資產有限公司","臺北市松山區南京東路三段287號8樓","陳啓銘","100000","1091030"
"950","83057160","誠品生活開發管理顧問股份有限公司","臺北市信義區松德路204號地下1層","吳旻潔","1000000","1091030"
"951","83057181","博楓科技股份有限公司","臺北市中山區建國北路3段92號4樓","陳昱綸","1500000","1091030"
"952","83057197","晶晶興業有限公司","臺北市信義區基隆路1段420號6樓之3","李俊仁","100000","1091030"
"953","83057204","豊騰企業有限公司","臺北市信義區基隆路1段420號6樓之3","李俊仁","100000","1091030"
"954","83057226","吉泓投資股份有限公司","臺北市松山區八德路4段465號6樓","梁千弘","160000","1091030"
"955","83057231","文策赫德有限公司","臺北市大安區復興南路1段209號4樓","黃鈺倫","100000","1091030"
"956","83057247","祥碩設計有限公司","臺北市士林區大南路369號2樓","梁嘉尚LEUNG KA SHEUNG ERIC","500000","1091030"
"957","83057274","宮藝室研所室內裝修設計有限公司","臺北市中正區衡陽路10號12樓","駱逸竹","1000000","1091030"
"958","83057318","展克有限公司","臺北市萬華區峨眉街28號3樓之17","葉展慈","2500000","1091030"
"959","83057324","斐陞創意有限公司","臺北市信義區吳興街156巷22弄8號1樓","王浚豐","500000","1091030"
"960","83058822","放給樂網紅直播有限公司","桃園市平鎮區興隆路36號","張品萱","100000","1091027"
"961","83058837","大緯實業有限公司","桃園市楊梅區紅梅里6鄰武營街115號","楊裕隆","2000000","1091027"
"962","83058843","日盛綠能科技有限公司","桃園市龍潭區民族路312巷52號","藍敏碩","5000000","1091028"
"963","83058858","添寓室內裝修設計有限公司","桃園市八德區仁愛街8巷9之1號十一樓","吳麗娟","500000","1091028"
"964","83058864","宇漢科技貿易有限公司","桃園市中壢區青峰路一段59號5樓","黃輝彬","3000000","1091028"
"965","83058870","兆利工程有限公司","桃園市中壢區過嶺里松義二街18號十三樓","黃得君","50000","1091028"
"966","83058885","拓鑫能源股份有限公司","桃園市八德區廣豐路81號","張慶全","2000000","1091028"
"967","83058891","杰立企業管理顧問有限公司","桃園市桃園區中和里北新街54號","王淑珍","500000","1091028"
"968","83058908","晴朗娛樂有限公司","桃園市龜山區優美街7巷3號(1樓)","楊晴","100000","1091028"
"969","83058914","馨銨生技有限公司","桃園市桃園區三民路1段139號11樓","陳宥寧","100000","1091028"
"970","83058935","寶克麗有限公司","桃園市桃園區寶慶里中埔一街11號","吳宓瑤","1000000","1091028"
"971","83058941","精保陞有限公司","桃園市新屋區中山西路2段1175號","蔡育賢","1500000","1091028"
"972","83058956","逗絆匠科技有限公司","桃園市八德區銀和街27巷1弄1號15樓之7","成智遠","100000","1091028"
"973","83058962","大梵國際室內設計股份有限公司","桃園市桃園區大興西路2段279號6樓之2","湯政翔","100000","1091028"
"974","83058978","海華不動產顧問有限公司","桃園市八德區廣興二路90號(1樓)","張昭煌","1000000","1091028"
"975","83058999","雨居室內裝修設計有限公司","桃園市中壢區復興里長樂五街88號11樓","詹浦琳","1000000","1091020"
"976","83059012","宏潤國際貿易有限公司","桃園市中壢區新街里元化路224號12樓","梁苑碧","10000","1091028"
"977","83059028","全方位實業有限公司","桃園市中壢區興和里新生路2段307號(1樓)","李昀晏","500000","1091028"
"978","83059033","財星開發股份有限公司","桃園市中壢區新街里元化路224號12樓","高吉忠","20000000","1091028"
"979","83059049","漫遊者筆記有限公司","桃園市中壢區元化路224號12樓","林巧棻","5000","1091028"
"980","83059054","創億無限顧問有限公司","桃園市蘆竹區經國路898號5樓","洪英碩","500000","1091028"
"981","83059060","豐華網購有限公司","桃園市桃園區中和里永樂街41號(2樓)","林均美","100000","1091029"
"982","83059076","一加侖藝創有限公司","桃園市桃園區中寧里大興西路二段61號7樓","林家禾","500000","1091029"
"983","83059081","遠誠人力仲介有限公司","桃園市平鎮區義民里環南路2段16號10樓之7","廖雅婷","5000000","1091029"
"984","83059097","喬喬文創建設有限公司","桃園市楊梅區梅溪里三元街247號(1樓)","莊喬喬","1000000","1091029"
"985","83059104","普希思有限公司","桃園市桃園區同德里同德六街173號3樓","李佳貞","50000","1091029"
"986","83059110","八二五國際股份有限公司","桃園市大園區工三路4號","廖國正","100000","1091029"
"987","83059126","亞茂驅動有限公司","桃園市中壢區新街里環北路398號5樓之1","任立群","3000000","1091029"
"988","83059131","圓橙投資有限公司","桃園市桃園區中正路1080號15樓","簡玉婷","3000000","1091029"
"989","83059147","釉彩環保科技股份有限公司","桃園市大園區菓林里拔子林三路53巷17弄108號（1樓）","屈星佑","200000","1091029"
"990","83059152","愷依國際貿易有限公司","桃園市龍潭區金龍路365巷22號5樓","陳韻如","100000","1091029"
"991","83059174","圓築投資有限公司","桃園市桃園區大興西路一段256號3樓","簡瑄儀","4000000","1091029"
"992","83059189","環偉環境工程有限公司","桃園市中壢區延平路500號12樓之1","嚴志偉","100000","1091029"
"993","83059195","竣成電子有限公司","桃園市蘆竹區蘆竹里富國路三段1251號（1樓）","葉戊強","1000000","1091029"
"994","83059224","良珹投資股份有限公司","桃園市八德區永豐路236巷12號","曾易耆","600000","1091029"
"995","83059239","新大貿易有限公司","桃園市大園區埔心街82之3號","劉進雄","10000000","1091029"
"996","83059245","無限奇肌生醫股份有限公司","桃園市蘆竹區經國路898號5樓","洪英碩","5000000","1091029"
"997","83059250","尚美技研股份有限公司","桃園市大溪區員林路一段70巷2弄24號","蘇育萱","12000000","1091029"
"998","83059266","祈成有限公司","桃園市桃園區中山里中山路709號3樓","張肁程","100000","1091029"
"999","83059272","珍味食品有限公司","桃園市桃園區寶山街210巷16弄5號(1樓)","張其維","400000","1091029"
"1000","83059287","展樺投資股份有限公司","桃園市桃園區同德里同德六街210之1號11號","謝展群","5000000","1091029"
"1001","83059293","心語國際有限公司","桃園市中壢區長春路150號6樓","吳愷文","600000","1091029"
"1002","83059316","佶力有限公司","桃園市觀音區新坡里新生路598號","許楊深","100000","1091029"
"1003","83059322","奧賽文化創意有限公司","桃園市八德區茄苳里中華路39號","侯力文","200000","1091029"
"1004","83059337","朋駿精密科技有限公司","桃園市桃園區會稽里8鄰大有路708號","顏立盛","500000","1091030"
"1005","83059358","阿城餐飲事業有限公司","桃園市中壢區中央里中央東路58號","蘇蔡盡","1000000","1091029"
"1006","83059364","欣浤投資有限公司","桃園市桃園區東門里成功路二段33號2樓","范德誠","10000000","1091029"
"1007","83059370","灃駿有限公司","桃園市桃園區春日里24鄰大業路二段137號(1樓)","李建龍","500000","1091030"
"1008","83059385","新築家建設有限公司","桃園市桃園區大有里民富十三街38號8樓","陳志偉","25000000","1091030"
"1009","83059391","天太投資有限公司","桃園市蘆竹區長壽里長春路32號(1樓)","呂秀英","200000000","1091030"
"1010","83059408","一統國際商務顧問有限公司","桃園市桃園區文化里民權路6號11樓之1","柴鋼","200000","1091030"
"1011","83059420","泳匠有限公司","桃園市桃園區文化里成功路一段32號5樓","許為綸","300000","1091030"
"1012","83059435","鼎翊精密國際有限公司","桃園市桃園區中山里中山路709號3樓","郭宗仁","500000","1091030"
"1013","83059441","亨融投資有限公司","桃園市桃園區莊敬里中正路1388號13樓之6","王柏宜","7200000","1091030"
"1014","83059462","台灣焦點科技顧問有限公司","桃園市桃園區中寧里大興西路二段26之7號6樓","羅家麒","300000","1091030"
"1015","83059478","長用工程興業有限公司","桃園市八德區白鷺里廣福路1120巷14號(1樓)","張子宜","500000","1091030"
"1016","83059483","百喆有限公司","桃園市蘆竹區南崁里南上里30號(1樓)","許恬馨","500000","1091030"
"1017","83059499","新友電梯工程有限公司","桃園市楊梅區高榮里電研路156巷39號","廖裕弘","8000000","1091030"
"1018","83059505","洺旺有限公司","桃園市桃園區中信里中山路1000之5號8樓之4","廖展逸","700000","1091030"
"1019","83059511","愷悅企業有限公司","桃園市桃園區中山路549號17樓","汪育萱","200000","1091030"
"1020","83059548","源信人資股份有限公司","桃園市桃園區汴洲里幸福路87號(3樓)","游蜜雪","5000000","1091030"
"1021","83081020","智邦國際開發有限公司","桃園市蘆竹區長興里13鄰南工路1段12號","陳石川","5000000","1090925"
"1022","83081611","七月廣告有限公司","桃園市蘆竹區南山路1段73號12樓之6","陳柏希","100000","1090930"
"1023","83081669","鉅櫳設計工程有限公司","桃園市中壢區龍安里龍東路312巷3弄3號(1樓)","方燕琴","1000000","1090930"
"1024","83081675","玩巨帝國有限公司","桃園市楊梅區梅獅路一段158號(1樓)","許嘉富","1200000","1090930"
"1025","83083218","康倫生技有限公司","臺北市中山區長春路258巷6號4樓之8","吳碧霞","500000","1091006"
"1026","83084737","南泰國際股份有限公司","臺北市南港區向陽路189號3樓","簡文郁","2000000","1090930"
"1027","83084743","台港管理顧問有限公司","臺北市大同區甘谷街26號5樓","陳國慶","50000","1091005"
"1028","83084814","指舞小春秋美容國際有限公司","臺北市中山區中原街148號","林書任","100000","1090930"
"1029","83084820","錸諾生技有限公司","臺北市中山區南京東路2段20號7樓","張墜玉鶯","1500000","1091005"
"1030","83084862","世界材料股份有限公司","臺北市大安區敦化南路1段332號8樓","陳威宙","2000000","1090930"
"1031","83084928","賓利旅行社股份有限公司","臺北市中山區松江路273號13樓之5","葉國嫆","6000000","1090930"
"1032","83084933","超夢投資有限公司","臺北市大安區忠孝東路4段169號12樓之1","吳岱錡","500000","1091005"
"1033","83084949","眾城資本股份有限公司","臺北市信義區基隆路1段420號12樓之1","程拓之","10550000","1091005"
"1034","83084954","愛菲行有限公司","臺北市大安區光復南路102號4樓","徐如瑩","1000000","1091005"
"1035","83084960","中華芪瑪蓉有限公司","臺北市信義區基隆路2段15號10樓","TRAPERO SANDOVAL JESUS","500000","1091005"
